"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"2228","1/14/2016","Money transfers","Domestic (US) money transfer","Fraud or scam","Other","Other","Other","MoneyGram","MI","48219","Other","Other","Phone","1/15/2016","Closed with explanation","Yes","No",1740839
"2229","1/9/2016","Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","PA","17111","Older American","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1734830
"2230","1/14/2016","Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Equifax","VA","20109","Other","Consent not provided","Web","1/14/2016","Closed with explanation","Yes","No",1741308
"2231","1/25/2016","Credit card","Other","Closing/Cancelling account","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","NY","10002","Other","Consent not provided","Web","1/25/2016","Closed with explanation","Yes","Yes",1756295
"2232","1/20/2016","Bank account or service","Other bank product/service","Deposits and withdrawals","Other","Other","Other","UBS Bank","NJ","8753","Other","Other","Referral","1/27/2016","Closed","Yes","No",1750494
"2233","1/20/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company believes the complaint is the result of a misunderstanding","Lender Live","GA","30040","Other","Consent not provided","Web","1/27/2016","Closed with explanation","Yes","No",1750414
"2234","1/20/2016","Credit card","Other","Billing disputes","Other","Other","Other","Synchrony Financial","NY","10027","Other","Other","Referral","1/27/2016","Closed with monetary relief","Yes","No",1750640
"2235","1/14/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","HSBC North America Holdings Inc.","FL","33319","Other","Other","Phone","1/19/2016","Closed with explanation","Yes","Yes",1743569
"2236","1/9/2016","Credit card","Other","Advertising and marketing","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","AZ","85205","Older American","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1734989
"2237","1/20/2016","Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","UT","84098","Other","Consent not provided","Web","1/20/2016","Closed with explanation","Yes","Yes",1749760
"2238","1/9/2016","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Caliber Home Loans, Inc","IL","60048","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","Yes",1735070
"2239","1/14/2016","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","CA","91776","Other","Consent not provided","Web","1/14/2016","Closed with explanation","Yes","No",1741707
"2240","1/9/2016","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","M&T Bank Corporation","NY","13903","Other","Consent not provided","Web","1/9/2016","Closed with monetary relief","Yes","No",1735028
"2241","1/25/2016","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","M&T Bank Corporation","MD","20735","Other","Other","Referral","1/26/2016","Closed with explanation","Yes","Yes",1757025
"2242","1/9/2016","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","95814","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1734937
"2243","1/20/2016","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bayview Loan Servicing, LLC","PA","19335","Other","Consent not provided","Web","1/20/2016","Closed with explanation","Yes","No",1750586
"2244","1/25/2016","Prepaid card","Mobile wallet","Managing, opening, or closing account","Other","Other","Other","Empowerment Ventures, LLC","CT","6606","Other","Other","Referral","2/1/2016","Closed with explanation","Yes","No",1757331
"2245","1/9/2016","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","R & R Collection Service, Inc.","TX","79707","Other","Consent not provided","Web","1/13/2016","Closed with explanation","Yes","Yes",1734987
"2246","1/20/2016","Credit card","Other","Billing disputes","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","NJ","7306","Other","Other","Phone","1/27/2016","Closed with explanation","Yes","No",1749210
"2247","1/20/2016","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","Experian","NY","10960","Other","Other","Postal mail","1/20/2016","Closed with non-monetary relief","Yes","No",1750949
"2248","1/20/2016","Credit card","Other","Late fee","Other","Other","Other","Capital One","NY","14214","Other","Other","Phone","1/20/2016","Closed with explanation","Yes","No",1750684
"2249","1/9/2016","Consumer Loan","Installment loan","Managing the loan or lease","Other","Other","Company believes it acted appropriately as authorized by contract or law","CashCall, Inc.","KY","40511","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1734939
"2250","1/14/2016","Credit card","Other","Convenience checks","Other","Other","Company chooses not to provide a public response","Barclays PLC","NV","89107","Older American","Consent not provided","Web","1/22/2016","Closed with explanation","Yes","No",1742900
"2251","1/20/2016","Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Company chooses not to provide a public response","Bank of America","FL","34741","Older American","Other","Phone","1/20/2016","Closed with explanation","Yes","No",1749949
"2252","1/14/2016","Credit reporting","Other","Credit reporting company's investigation","Inadequate help over the phone","Other","Other","First Data Corporation","Other","Other","Other","Other","Phone","1/15/2016","Closed with explanation","Yes","No",1743278
"2253","1/14/2016","Bank account or service","Other bank product/service","Using a debit or ATM card","Other","Other","Company chooses not to provide a public response","Fidelity National Information Services, Inc. (FNIS)","CA","90723","Other","Consent not provided","Web","1/14/2016","Closed with explanation","Yes","No",1742070
"2254","1/9/2016","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","CA","92392","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1735074
"2255","1/20/2016","Debt collection","Medical","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Accelerated Receivables Management, Inc.","OK","74014","Other","Other","Postal mail","1/20/2016","Untimely response","No","Other",1750196
"2256","1/25/2016","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","PA","18407","Other","Consent not provided","Web","1/25/2016","Closed with explanation","Yes","No",1756264
"2257","1/9/2016","Money transfers","International money transfer","Other transaction issues","Other","Other","Company chooses not to provide a public response","Wells Fargo & Company","CA","92056","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","Yes",1734891
"2258","1/20/2016","Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Company chooses not to provide a public response","BMO Harris","WI","53221","Other","Other","Referral","2/1/2016","Closed with explanation","Yes","No",1750057
"2259","1/20/2016","Credit card","Other","Billing disputes","Other","Other","Other","TD Bank US Holding Company","IN","46204","Servicemember","Other","Phone","1/20/2016","Closed with explanation","Yes","Yes",1749687
"2260","1/20/2016","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company chooses not to provide a public response","Freedom Mortgage","FL","33470","Older American","Other","Referral","1/27/2016","Closed with explanation","Yes","No",1750930
"2261","1/9/2016","Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Company chooses not to provide a public response","Experian","GA","30606","Other","Consent not provided","Web","1/15/2016","Closed with explanation","Yes","No",1734906
"2262","1/20/2016","Debt collection","Mortgage","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Nationstar Mortgage","VA","22003","Other","Other","Referral","1/27/2016","Closed","Yes","No",1749133
"2263","1/9/2016","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Company chooses not to provide a public response","Citibank","CA","92240","Other","Consent not provided","Web","1/9/2016","Closed with explanation","Yes","No",1734854
