VentureFirm,Date,StartUp,Investment
Andreessen Horowitz,11/1/2014,Lytro,$10.5M / Series C
Andreessen Horowitz,10/1/2014,Slack,$120M / Series D
Andreessen Horowitz,10/1/2014,uBeam,$10M / Series A
Andreessen Horowitz,10/1/2014,Capriza,$27M / Series C
Andreessen Horowitz,10/1/2014,Enjoy,$30M / Venture
Andreessen Horowitz,10/1/2014,Magic Leap,$542M / Series B
Andreessen Horowitz,10/1/2014,SnapLogic,$20M / Series D
Andreessen Horowitz,10/1/2014,Cazena,$8M / Series A (Lead)
Andreessen Horowitz,10/1/2014,Wit.ai,$3M / Seed (Lead)
Andreessen Horowitz,10/1/2014,Product Hunt,$6.1M / Series A (Lead)
Andreessen Horowitz,10/1/2014,BloomNation,$5.5M / Series A
Andreessen Horowitz,10/1/2014,Glow,$17M / Series B
Andreessen Horowitz,9/1/2014,Dwolla,$9.7M / Series D
Andreessen Horowitz,9/1/2014,Anki,$55M / Series C
Andreessen Horowitz,9/1/2014,Udacity,$35M / Series C
Andreessen Horowitz,9/1/2014,Pro.com,$14M / Series A
Andreessen Horowitz,9/1/2014,Apropose,$1.88M / Seed (Lead)
Andreessen Horowitz,9/1/2014,GoodData,$25.7M / Series E
Andreessen Horowitz,9/1/2014,Teleport,$2.5M / Seed
Andreessen Horowitz,8/1/2014,IFTTT,$30M / Series B
Andreessen Horowitz,8/1/2014,Wearable Intelligence,$7.87M / Venture
Andreessen Horowitz,8/1/2014,uBiome,$4.5M / Series A
Andreessen Horowitz,8/1/2014,Lookout,$150M / Series F
Andreessen Horowitz,8/1/2014,BuzzFeed,$50M / Series E
Andreessen Horowitz,8/1/2014,Adatao,$13M / Series A (Lead)
Andreessen Horowitz,7/1/2014,PagerDuty,$27.2M / Series B (Lead)
Andreessen Horowitz,7/1/2014,Airware,$25M / Series B
Andreessen Horowitz,7/1/2014,TradeBlock,$2.8M / Seed (Lead)
Andreessen Horowitz,7/1/2014,Genius,$40M / Series B
Andreessen Horowitz,6/1/2014,Databricks,$33M / Series B
Andreessen Horowitz,6/1/2014,Mattermark,$2M / Seed
Andreessen Horowitz,6/1/2014,Tanium,$90M / Series E (Lead)
Andreessen Horowitz,6/1/2014,Walker & Company Brands,$6.9M / Series A (Lead)
Andreessen Horowitz,6/1/2014,Instacart,$44M / Series B (Lead)
Andreessen Horowitz,6/1/2014,Mesosphere,$10.5M / Series A (Lead)
Andreessen Horowitz,6/1/2014,Okta,$75M / Series E
Andreessen Horowitz,6/1/2014,Zenefits,$66.5M / Series B
Andreessen Horowitz,5/1/2014,Earnest,$4.3M / Venture
Andreessen Horowitz,5/1/2014,OpenGov,$15M / Series B (Lead)
Andreessen Horowitz,5/1/2014,Pinterest,$200M / Series F
Andreessen Horowitz,5/1/2014,Instart Logic,$26M / Series C
Andreessen Horowitz,5/1/2014,SolveBio,$2M / Seed
Andreessen Horowitz,5/1/2014,Pro.com,$3.5M / Seed
Andreessen Horowitz,5/1/2014,Maxta,$25M / Series B
Andreessen Horowitz,5/1/2014,Optimizely,$57M / Series B (Lead)
Andreessen Horowitz,5/1/2014,Urban Engines,undisclosed amount /Undisclosed
Andreessen Horowitz,4/1/2014,Tidemark,$32M / Series E
Andreessen Horowitz,4/1/2014,Slack,$42.75M / Series C
Andreessen Horowitz,4/1/2014,Streem,$875k / Seed
Andreessen Horowitz,4/1/2014,AgLocal,$1.3M / Venture (Lead)
Andreessen Horowitz,4/1/2014,Julep,$30M / Series C
Andreessen Horowitz,4/1/2014,Omada Health,$23M / Series B (Lead)
Andreessen Horowitz,4/1/2014,Imgur,$40M / Series A
Andreessen Horowitz,4/1/2014,Lyft,$250M / Series D
Andreessen Horowitz,4/1/2014,Magin,€230k / Seed
Andreessen Horowitz,3/1/2014,ClearStory Data,$21M / Series B
Andreessen Horowitz,3/1/2014,Actifio,$100M / Series E
Andreessen Horowitz,3/1/2014,Platfora,$38M / Series C
Andreessen Horowitz,3/1/2014,AltSchool,$33M / Series A (Lead)
Andreessen Horowitz,3/1/2014,DigitalOcean,$37M / Series A (Lead)
Andreessen Horowitz,3/1/2014,Weft,$1M / Seed
Andreessen Horowitz,2/1/2014,Little Borrowed Dress,$1.25M / Seed
Andreessen Horowitz,2/1/2014,Granular,$6.2M / Series A
Andreessen Horowitz,2/1/2014,UXPin,$1.6M / Seed
Andreessen Horowitz,1/1/2014,Capriza,$13M / Series B
Andreessen Horowitz,1/1/2014,Zenefits,$15M / Series A (Lead)
Andreessen Horowitz,1/1/2014,Gainspeed,$10M / Series B
Andreessen Horowitz,1/1/2014,Bluebox,$18M / Series B
Andreessen Horowitz,1/1/2014,Teespring,$20M / Series A (Lead)
Andreessen Horowitz,1/1/2014,Bracket Computing,$62.6M / Series B
DN Capital,11/1/2015,Movago,€7M / Series A (Lead)
DN Capital,11/1/2015,Eve Mattress,£2.5M / Series A
DN Capital,11/1/2015,Hostmaker,$2M / Seed (Lead)
DN Capital,10/1/2015,Robin Systems,$15M / Venture (Lead)
DN Capital,10/1/2015,Happn,$14M / Series B
DN Capital,9/1/2015,Take Eat Easy,€10M / Series B
DN Capital,7/1/2015,HomeToGo,€6M / Series A
DN Capital,6/1/2015,DOJO Madness,$2.25M / Seed
DN Capital,5/1/2015,Smarking,$3M / Seed
DN Capital,5/1/2015,Eve Mattress,£600k / Seed
DN Capital,4/1/2015,AUTO1 Group,$117.6M / Series D
DN Capital,4/1/2015,Peak,$7M / Series A
DN Capital,4/1/2015,Take Eat Easy,€6M / Series A
DN Capital,3/1/2015,Remitly,$12.5M / Series B
DN Capital,3/1/2015,Reedsy,undisclosed amount / Seed
DN Capital,2/1/2015,Happiour,undisclosed amount / Seed
DN Capital,2/1/2015,Shazam,$30M / Series F
DN Capital,2/1/2015,Shark Punch,€1.2M / Seed
DN Capital,2/1/2015,ClusterHQ,$12M / Series A
DN Capital,1/1/2015,Windeln.de,€45M / Series E (Lead)
DN Capital,1/1/2015,Mister Spex,$40M / Series D
DN Capital,12/1/2014,BOOK A TIGER,$5M / Series A (Lead)
DN Capital,12/1/2014,Happn,$8M / Series A
DN Capital,11/1/2014,Avegant,$9.37M / Series A
DN Capital,10/1/2014,ShipHawk,$5M / Series A (Lead)
DN Capital,9/1/2014,Performance Horizon,$10M / Series B
DN Capital,9/1/2014,Scarosso,$11M / Series B (Lead)
DN Capital,8/1/2014,PurpleBricks,£8M / Series A
DN Capital,7/1/2014,BOOK A TIGER,undisclosed amount / Seed
DN Capital,7/1/2014,Quandoo,$25M / Series C
DN Capital,6/1/2014,VouchedFor,$1.6M / Series A
DN Capital,5/1/2014,LoveSpace,£1.6M / Seed
DN Capital,5/1/2014,Windeln.de,€15M / Series D (Lead)
DN Capital,5/1/2014,Delectable,$7M / Venture
DN Capital,2/1/2014,Vint On-demand Personal Training,undisclosed amount / Seed
DN Capital,2/1/2014,Ombud,undisclosed amount / Seed
DN Capital,1/1/2014,Vint On-demand Personal Training,$1.8M / Seed
DN Capital,1/1/2014,eWings.com,undisclosed amount / Seed
Granite Ventures,11/1/2015,Lucidworks,$21M / Series D
Granite Ventures,10/1/2015,Marqeta,$25M / Series C
Granite Ventures,6/1/2015,HireVue,$45M / Series E
Granite Ventures,4/1/2015,HyTrust,$25M / Series D
Granite Ventures,3/1/2015,Agilence,$4.3M / Venture
Granite Ventures,2/1/2015,Telltale Games,$40M / Series D
Granite Ventures,1/1/2015,Motiv,$1.22M / Debt Financing
Granite Ventures,1/1/2015,Fastback Networks,$15M / Series C
Granite Ventures,1/1/2015,BlockCypher,$3.1M / Seed
Granite Ventures,10/1/2014,Sense Platform,$1.1M / Seed
Granite Ventures,9/1/2014,Hobo Labs,$4M / Series A
Granite Ventures,5/1/2014,Survios,$4.2M / Series A
Granite Ventures,5/1/2014,Anaplan,$100M / Series D
Granite Ventures,4/1/2014,Smule,$16.6M / Series E
Granite Ventures,3/1/2014,Motiv,undisclosed amount / Seed
Granite Ventures,2/1/2014,Workboard,$4.25M / Venture (Lead)
Granite Ventures,1/1/2014,AirPair,undisclosed amount / Seed
Insight Venture Partners,11/1/2015,Gainsight,$50M / Series D
Insight Venture Partners,11/1/2015,Tenable Network Security,$250M / Series B (Lead)
Insight Venture Partners,10/1/2015,"Alteryx, Inc.",$85M / Series C (Lead)
Insight Venture Partners,10/1/2015,Ensighten,$53M / Series C
Insight Venture Partners,10/1/2015,ezCater,$15M / Series C (Lead)
Insight Venture Partners,9/1/2015,BlaBlaCar,€200M / Series D (Lead)
Insight Venture Partners,9/1/2015,1stdibs,undisclosed amount /Secondary Market
Insight Venture Partners,8/1/2015,Mirantis,$100M / Series C
Insight Venture Partners,8/1/2015,SpotHero,$20M / Series B (Lead)
Insight Venture Partners,8/1/2015,Tintri,$125M / Series F
Insight Venture Partners,7/1/2015,BrightBytes,$33M / Series C (Lead)
Insight Venture Partners,7/1/2015,Chrono24.com,€21M / Venture
Insight Venture Partners,7/1/2015,LeanKit,$16M / Series B
Insight Venture Partners,7/1/2015,Fenergo,$75M / Private Equity
Insight Venture Partners,7/1/2015,Thycotic Software,undisclosed amount /Undisclosed
Insight Venture Partners,6/1/2015,Conga,$70M / Venture
Insight Venture Partners,6/1/2015,Checkmarx,$84M / Series C
Insight Venture Partners,6/1/2015,PicsArt,$15M / Series B
Insight Venture Partners,6/1/2015,Udemy,$65M / Series D
Insight Venture Partners,6/1/2015,Sole Society,$8M / Series B
Insight Venture Partners,5/1/2015,Virgin Pulse,$92M / Series B
Insight Venture Partners,5/1/2015,"iSpot.tv, Inc.",$21.9M / Series B
Insight Venture Partners,5/1/2015,Zenefits,$500M / Series C
Insight Venture Partners,5/1/2015,SMS Assist,$45M / Series C (Lead)
Insight Venture Partners,4/1/2015,Docker,$95M / Series D (Lead)
Insight Venture Partners,3/1/2015,ezCater,$13M / Venture
Insight Venture Partners,3/1/2015,SpareFoot,$33M / Series D
Insight Venture Partners,3/1/2015,Nextdoor,$110M / Series D (Lead)
Insight Venture Partners,2/1/2015,nCino,$29M / Series B (Lead)
Insight Venture Partners,2/1/2015,Instructure,$40M / Series E (Lead)
Insight Venture Partners,12/1/2014,Skytap,$35M / Series D (Lead)
Insight Venture Partners,11/1/2014,Wealth-X,undisclosed amount /Undisclosed
Insight Venture Partners,11/1/2014,5nine Software,undisclosed amount /Venture
Insight Venture Partners,11/1/2014,FilmTrack,$10M / Series B
Insight Venture Partners,10/1/2014,Mirantis,$100M / Series B (Lead)
Insight Venture Partners,10/1/2014,Tongal,$5M / Series C
Insight Venture Partners,10/1/2014,"Alteryx, Inc.",$60M / Series B (Lead)
Insight Venture Partners,9/1/2014,Hootsuite,$60M / Series D
Insight Venture Partners,9/1/2014,Qualtrics,$150M / Series B (Lead)
Insight Venture Partners,9/1/2014,Docker,$40M / Series C
Highland Capital Partners,12/1/2015,ZeroFOX,$27M / Series B
Highland Capital Partners,11/1/2015,GetYourGuide,$50M / Series C
Highland Capital Partners,11/1/2015,Xometry,$8.8M / Venture (Lead)
Highland Capital Partners,11/1/2015,Handy,$50M / Series C
Highland Capital Partners,11/1/2015,ClearSky Data,$27M / Series B
Highland Capital Partners,10/1/2015,Bit9,$54.5M / Series F
Highland Capital Partners,9/1/2015,Datiphy,$7M / Series A
Highland Capital Partners,9/1/2015,Jaunt,$65M / Series C
Highland Capital Partners,9/1/2015,Kyruus,$25M / Series C
Highland Capital Partners,9/1/2015,Shift,$50M / Series B
Highland Capital Partners,8/1/2015,RapidSoS,$5M / Venture
Highland Capital Partners,8/1/2015,CENX,$12.5M / Series D
Highland Capital Partners,8/1/2015,Enjoy,$50M / Venture (Lead)
Highland Capital Partners,7/1/2015,Freshly,$7M / Series A (Lead)
Highland Capital Partners,7/1/2015,Beeswax,undisclosed amount / Seed
Highland Capital Partners,7/1/2015,Sunamp,$2M / Series B
Highland Capital Partners,5/1/2015,SessionM,$12M / Series C
Highland Capital Partners,2/1/2015,CENX,undisclosed amount /Undisclosed
Highland Capital Partners,2/1/2015,Paint Nite,$13M / Series A (Lead)
Highland Capital Partners,2/1/2015,WeTransfer,$25M / Series A
Highland Capital Partners,2/1/2015,Qumulo,$40M / Series B
Highland Capital Partners,2/1/2015,HourlyNerd,$7.8M / Series B (Lead)
Highland Capital Partners,1/1/2015,VMTurbo,$50M / Series D
Highland Capital Partners,1/1/2015,QD Vision,$28M / Series G
Highland Capital Partners,1/1/2015,Rethink Robotics,$26.6M / Series D
Highland Capital Partners,12/1/2014,Rent the Runway,$60M / Series D
Highland Capital Partners,12/1/2014,Predilytics,$10M / Series C
Highland Capital Partners,11/1/2014,Harry's,$75M / Venture
Highland Capital Partners,11/1/2014,Shift,$23.8M / Series A
Highland Capital Partners,11/1/2014,Scopely,$35M / Series A (Lead)
Highland Capital Partners,10/1/2014,Remix Media,$2M / Seed
Highland Capital Partners,10/1/2014,Fleksy,$2M / Venture
Highland Capital Partners,10/1/2014,moka5,$16.34M / Series D
Highland Capital Partners,10/1/2014,Bitnet Technologies,$12M / Series A (Lead)
Highland Capital Partners,8/1/2014,Jaunt,$27.8M / Series B (Lead)
Highland Capital Partners,7/1/2014,GetYourGuide,$25M / Series B (Lead)
Highland Capital Partners,7/1/2014,thredUP,$27M / Series D
Highland Capital Partners,6/1/2014,Handy,$30M / Series B
Highland Capital Partners,3/1/2014,Auris Surgical Robotics,$34.38M / Series A
Highland Capital Partners,3/1/2014,HourlyNerd,$4M / Series A
Highland Capital Partners,2/1/2014,Bit9,$38.25M / Series E
Highland Capital Partners,1/1/2014,Advanced Manufacturing Control Systems,€23.5M / Venture
Highland Capital Partners,1/1/2014,Harry's,$122.5M / Venture
Highland Capital Partners,1/1/2014,ALOHA,$4.5M / Seed
Highland Capital Partners,1/1/2014,ClearSky Data,$12M / Series A (Lead)
Highland Capital Partners,1/1/2014,ClearSky Technologies,$12M / Venture
Highland Capital Partners,1/1/2014,Oyster,$14M / Series A (Lead)
Highland Capital Partners,1/1/2014,Aereo,$34M / Series C
VantagePoint Capital Partners,5/1/2015,edo Interactive,$20M / Series E
VantagePoint Capital Partners,10/1/2014,Pica8,$12.5M / Series B
VantagePoint Capital Partners,9/1/2014,Liquid Light,$15M / Series B
VantagePoint Capital Partners,6/1/2014,Next Step Living,$25M / Series D
VantagePoint Capital Partners,6/1/2014,Innovari,undisclosed amount /Series B
VantagePoint Capital Partners,1/1/2014,Amprius,$30M / Series C
Matrix Partners,12/1/2015,SketchDeck,$1.7M / Seed
Matrix Partners,11/1/2015,Atzuche,$47M / Series B
Matrix Partners,11/1/2015,Confer Technologies,$17M / Series B
Matrix Partners,10/1/2015,TinyOwl Technology,$7.67M / Series C (Lead)
Matrix Partners,10/1/2015,123Feng.Com,$13M / Series A
Matrix Partners,10/1/2015,Razorpay,$9M / Series A
Matrix Partners,10/1/2015,Poynt,$28M / Series B
Matrix Partners,10/1/2015,Klook,$5M / Series A (Lead)
Matrix Partners,10/1/2015,Kinnek,$20M / Series B
Matrix Partners,10/1/2015,Quri,$17M / Series C
Matrix Partners,10/1/2015,Aquto,$8M / Series B
Matrix Partners,10/1/2015,Canva,$15M / Series A
Matrix Partners,9/1/2015,Doorman,$1.5M / Seed
Matrix Partners,9/1/2015,Plexxi,$35M / Series D
Matrix Partners,8/1/2015,Edaixi,$100M / Series B
Matrix Partners,8/1/2015,Practo,$90M / Series C
Matrix Partners,8/1/2015,Koding,$10M / Series B
Matrix Partners,7/1/2015,Adored,$2.3M / Seed
Matrix Partners,7/1/2015,Salsify,$16.6M / Series B
Matrix Partners,6/1/2015,PayRange,$12M / Series A
Matrix Partners,6/1/2015,Treebo Hotels,$6M / Series A
Matrix Partners,6/1/2015,Housejoy,$4M / Series A
Matrix Partners,6/1/2015,Namely,$45M / Series C
Matrix Partners,6/1/2015,Cyphort,$30M / Series C
Matrix Partners,6/1/2015,Bee Cave Games,$5.5M / Series A
Matrix Partners,5/1/2015,Meteor,$20M / Series B (Lead)
Matrix Partners,4/1/2015,Beisen,$18M / Series C
Matrix Partners,4/1/2015,Kujiale,$10M / Series B
Matrix Partners,4/1/2015,VULCUN,$12M / Series A
Matrix Partners,4/1/2015,AssetAvenue,$11M / Series A
Matrix Partners,4/1/2015,Canva,$6M / Seed
Matrix Partners,3/1/2015,textPlus,$6.9M / Venture
Matrix Partners,3/1/2015,Razorpay,$2.6M / Seed
Matrix Partners,3/1/2015,To8to,$200M / Series C
Matrix Partners,3/1/2015,Lamabang,$100M / Series C
Matrix Partners,3/1/2015,Namely,$11M / Venture (Lead)
Matrix Partners,2/1/2015,TinyOwl Technology,$16M / Series B
Matrix Partners,2/1/2015,Postmates,$35M / Series C
Matrix Partners,2/1/2015,Sqrrl,$7M / Series B
Matrix Partners,2/1/2015,Practo,$30M / Series B
Matrix Partners,2/1/2015,Conductor,$27M / Series D
Matrix Partners,2/1/2015,Stayzilla,$20M / Series B
Matrix Partners,1/1/2015,CloudBees,$23.5M / Series D
Matrix Partners,1/1/2015,Machinify,undisclosed amount /Series A
Matrix Partners,1/1/2015,Fastback Networks,$15M / Series C
Matrix Partners,1/1/2015,Frankly.me,$600k / Seed
Matrix Partners,1/1/2015,Frankly,$600k / Seed
Matrix Partners,12/1/2014,Qualtré,$9M / Series D
Matrix Partners,12/1/2014,Adelphic,$11M / Series B
Matrix Partners,12/1/2014,Huddle,$51M / Series D
Matrix Partners,11/1/2014,Metao.com,$30M / Series B
Matrix Partners,11/1/2014,Namely,$12M / Series B (Lead)
Matrix Partners,11/1/2014,Haoche51.com,$20M / Series A
Matrix Partners,10/1/2014,Poynt,undisclosed amount /Series A
Matrix Partners,10/1/2014,Loggly,$15M / Series C
Matrix Partners,10/1/2014,Tasteful,$9M / Series A
Matrix Partners,10/1/2014,15Five,$2.2M / Seed
Matrix Partners,10/1/2014,Lever,$10M / Series A (Lead)
Matrix Partners,9/1/2014,Kinnek,$10M / Series A
Matrix Partners,8/1/2014,Itugo,undisclosed amount /Series A
Matrix Partners,8/1/2014,JustFab,$85M / Series D
Matrix Partners,8/1/2014,Aipai,$38M / Series C (Lead)
Matrix Partners,8/1/2014,Edaixi,$20M / Series A
Matrix Partners,7/1/2014,Taulia,$27M / Series D
Matrix Partners,7/1/2014,Canva,$3.6M / Seed
Matrix Partners,7/1/2014,Unbabel,$1.5M / Seed
Matrix Partners,7/1/2014,nice,$20M / Series B
Matrix Partners,7/1/2014,Lamabang,$20M / Series B
Matrix Partners,7/1/2014,lmbang,$20M / Series B
Matrix Partners,6/1/2014,AssetAvenue,$4M / Seed (Lead)
Matrix Partners,6/1/2014,"ZAIUS, Inc.",$6.3M / Series A
Matrix Partners,5/1/2014,Adsame,$30M / Series C
Matrix Partners,5/1/2014,QPID Health,$12.3M / Series B
Matrix Partners,4/1/2014,Work4,$7M / Series B
Matrix Partners,4/1/2014,Liepin.com,$70M / Series C
Matrix Partners,4/1/2014,Quora,$80M / Series C
Matrix Partners,4/1/2014,Flatiron School,$5.5M / Series A
Matrix Partners,3/1/2014,Qualtré,$8M / Series C
Matrix Partners,3/1/2014,CloudBees,$11.2M / Series C
Matrix Partners,2/1/2014,Quanttus,$19M / Series A
Matrix Partners,2/1/2014,To8to,$16.48M / Series B
Matrix Partners,2/1/2014,Postmates,$16M / Series B
Matrix Partners,2/1/2014,Rocksbox,$1.5M / Seed
Matrix Partners,1/1/2014,Confer Technologies,$8M / Series A
Matrix Partners,1/1/2014,Meet You,$15M / Series B (Lead)
Matrix Partners,1/1/2014,Bee Cave Games,$1.9M / Seed (Lead)
RRE,11/1/2015,Bread,$14.3M / Series A
RRE,10/1/2015,Digital Currency Group,undisclosed amount /Venture
RRE,10/1/2015,Renoviso,$1.4M / Seed
RRE,10/1/2015,Collective Health,$81M / Series C
RRE,10/1/2015,8i,$13.5M / Series A
RRE,10/1/2015,"Netsertive, Inc",$24M / Series C
RRE,9/1/2015,Avant,$325M / Series E
RRE,9/1/2015,Base CRM,$30M / Series C
RRE,9/1/2015,CoverHound,$33.3M / Series C
RRE,9/1/2015,Breather,$20M / Series B
RRE,9/1/2015,Abra,$12M / Series A
RRE,7/1/2015,BioLite,$5M / Series B
RRE,7/1/2015,Clubhouse Software,$2M / Seed
RRE,7/1/2015,StellaService,$15M / Series C
RRE,7/1/2015,Beeswax,undisclosed amount / Seed
RRE,6/1/2015,Spire,$40M / Series B
RRE,6/1/2015,DigitalGenius,$3M / Convertible Note
RRE,6/1/2015,Managed by Q,$15M / Series A (Lead)
RRE,6/1/2015,Case,$1.5M / Seed
RRE,6/1/2015,brightwheel,$2.2M / Seed (Lead)
RRE,6/1/2015,OneDrop,$8M / Series A
RRE,6/1/2015,Mirror,$8.8M / Series A
RRE,5/1/2015,Yhat,$1.5M / Seed
RRE,5/1/2015,Brilliant Bicycles,$1.5M / Seed (Lead)
RRE,5/1/2015,Hightower,$13M / Series B (Lead)
RRE,5/1/2015,Ripple,$28M / Series A
RRE,5/1/2015,NerdWallet,$64M / Series A
RRE,5/1/2015,itBit,$25M / Series A
RRE,5/1/2015,Wag,$2.45M / Seed
RRE,5/1/2015,Artivest,$15M / Series A
RRE,4/1/2015,Culinary Agents,$3M / Series A
RRE,4/1/2015,TheSquareFoot,$2M / Seed
RRE,4/1/2015,Gem,$1.3M / Seed
RRE,4/1/2015,Noom,$16.15M / Series B
RRE,3/1/2015,Clearpath Robotics,$14M / Series A (Lead)
RRE,3/1/2015,Shuddle,$9.6M / Series A (Lead)
RRE,3/1/2015,21 Inc,$116M / Venture
RRE,2/1/2015,Spaceflight Industries,$21M / Series B (Lead)
RRE,2/1/2015,DriverUp,$50M / Series A
RRE,2/1/2015,Moda Operandi,$60M / Series E
RRE,1/1/2015,Giphy,$21.55M / Series B
RRE,1/1/2015,Jibo,$25.3M / Series A (Lead)
RRE,1/1/2015,Culinary Agents,$750k / Seed
RRE,1/1/2015,Thinkful,$4.25M / Series A
RRE,1/1/2015,Accion Systems,$2M / Seed
RRE,12/1/2014,The Skimm,$6.25M / Series A
RRE,12/1/2014,Avant,$225M / Series D
RRE,11/1/2014,Kik,$38.3M / Series C
RRE,11/1/2014,Managed by Q,$1.65M / Seed
RRE,10/1/2014,Olo,$10M / Series C
RRE,9/1/2014,WayUp,$968k / Seed
RRE,9/1/2014,Gem,$2M / Seed
RRE,9/1/2014,The Dodo,$4.68M / Series A
RRE,9/1/2014,Breather,$6M / Series A (Lead)
RRE,9/1/2014,"Netsertive, Inc",$3M / Series B
RRE,9/1/2014,Flynn,$1.29M / Seed
RRE,8/1/2014,Admittedly,$1.3M / Seed
RRE,8/1/2014,Hightower,$6.54M / Series A
RRE,8/1/2014,Chain,$9.5M / Series A
RRE,7/1/2014,Spire,$25M / Series A (Lead)
RRE,7/1/2014,BarkBox,$15M / Series B
RRE,6/1/2014,Dextro,$1.71M / Seed
RRE,6/1/2014,VigLink,$18M / Series C (Lead)
RRE,6/1/2014,Yieldbot,$18M / Series B
RRE,5/1/2014,Standard Treasury,$2.7M / Seed
RRE,5/1/2014,Tinybop,$5M / Series A
RRE,5/1/2014,Giphy,$2.4M / Series A
RRE,5/1/2014,BitPay,$30M / Series A
RRE,5/1/2014,Thinkful,$4.25M / Seed
RRE,4/1/2014,Electric Objects,$1.7M / Seed (Lead)
RRE,4/1/2014,Understory,$1.9M / Seed
RRE,4/1/2014,Sols,$6.4M / Series A
RRE,4/1/2014,Electric Cloud,$4M / Series E
RRE,4/1/2014,Paperless Post,$25M / Series C
RRE,4/1/2014,The Skimm,$1.58M / Seed
RRE,3/1/2014,Base CRM,$15M / Series B (Lead)
RRE,3/1/2014,OnDeck,$77M / Series E
RRE,3/1/2014,Business Insider,$12M / Venture
RRE,2/1/2014,The Black Tux,$2.6M / Seed
RRE,2/1/2014,Trumaker,$6.5M / Series A
RRE,2/1/2014,Gem,$1.5M / Angel
RRE,2/1/2014,Datadog,$15M / Series B
RRE,2/1/2014,Noom,$7M / Series A (Lead)
RRE,1/1/2014,Collective Health,$6M / Series A
RRE,1/1/2014,The Dodo,$2M / Seed
RRE,1/1/2014,Culinary Agents,$500k / Convertible Note
RRE,1/1/2014,Chain,$4.2M / Seed
Benchmark,10/1/2015,Quip,$30M / Series B
Benchmark,10/1/2015,Optimizely,$58M / Series C
Benchmark,9/1/2015,Farmigo,$16M / Series B
Benchmark,9/1/2015,Laurel & Wolf,$20M / Series B (Lead)
Benchmark,8/1/2015,CloudPassage,$35.9M / Series D
Benchmark,8/1/2015,Amplitude,$9M / Series A
Benchmark,7/1/2015,"Outpost Games, Inc.",$6.2M / Venture
Benchmark,7/1/2015,Scale Computing,$18M / Series E
Benchmark,7/1/2015,Confluent,$24M / Series B
Benchmark,7/1/2015,Bugsnag,$7.2M / Series A
Benchmark,6/1/2015,HackerOne,$25M / Series B
